matrix_index,drug_name,stitch_id,stitch_found,stitch_row_count,distinct_inchikey_count,inchikeys
36,fluconazole,CIDm00003365,true,25,24,"[""AFVYULXYYVZWQW-UHFFFAOYSA-M"",""AWSKOYJUTRYRQI-UHFFFAOYSA-N"",""DWJUZHMCPBPNFH-UHFFFAOYSA-N"",""MRJMTUZDUROSEU-UHFFFAOYSA-N"",""PXIINUGSGQUHFC-UHFFFAOYSA-N"",""QCUSATDPTNAXDD-UHFFFAOYSA-N"",""QSZFKRINVAUJGQ-UHFFFAOYSA-N"",""RFHAOTPXVQNOHP-APZFVMQVSA-N"",""RFHAOTPXVQNOHP-BLJHHTTJSA-N"",""RFHAOTPXVQNOHP-CBYSEHNBSA-N"",""RFHAOTPXVQNOHP-CQOLUAMGSA-N"",""RFHAOTPXVQNOHP-FUXJXQSESA-N"",""RFHAOTPXVQNOHP-JDANMYFYSA-N"",""RFHAOTPXVQNOHP-SURVTVKHSA-N"",""RFHAOTPXVQNOHP-UHFFFAOYSA-N"",""RFHAOTPXVQNOHP-UHFFFAOYSA-O"",""RFHAOTPXVQNOHP-UMSOTBISSA-N"",""RFHAOTPXVQNOHP-XNOGNMAASA-N"",""RFHAOTPXVQNOHP-YKVCKAMESA-N"",""VVTLTBWIFXOSSR-UHFFFAOYSA-N"",""ZQCFWSXSYAJHBU-BTJKTKAUSA-N"",""ZQCFWSXSYAJHBU-UHFFFAOYSA-N"",""ZQCFWSXSYAJHBU-WLHGVMLRSA-N"",""ZUUJPMWIVLZORS-UHFFFAOYSA-N""]"
37,oseltamivir,CIDm00065028,false,0,0,[]
38,caffeine,CIDm00002519,true,80,75,"[""GINZSXZSGUKTSK-UHFFFAOYSA-N"",""HATIJMDFVQPJAA-UHFFFAOYSA-N"",""JPEVTJYUOIQUFC-UHFFFAOYSA-N"",""KBOPLBWQIZNEFF-UHFFFAOYSA-M"",""KBOPLBWQIZNEFF-UHFFFAOYSA-N"",""LCHGOKZNRDAXEK-UHFFFAOYSA-N"",""LNFCSFMHLJNWEK-UHFFFAOYSA-K"",""QCOZYUGXYJSINC-UHFFFAOYSA-N"",""RCQXSQPPHJPGOF-UHFFFAOYSA-N"",""RKTFMIXNDBQAEV-UHFFFAOYSA-N"",""RYYVLZVUVIJVGH-ALQHTKJJSA-N"",""RYYVLZVUVIJVGH-APVUKCKTSA-N"",""RYYVLZVUVIJVGH-BJUDXGSMSA-N"",""RYYVLZVUVIJVGH-BMSJAHLVSA-N"",""RYYVLZVUVIJVGH-CBYSEHNBSA-N"",""RYYVLZVUVIJVGH-CBZKUFJVSA-N"",""RYYVLZVUVIJVGH-CNEGHGOSSA-N"",""RYYVLZVUVIJVGH-DEGIAHCOSA-N"",""RYYVLZVUVIJVGH-DHSDVYKFSA-N"",""RYYVLZVUVIJVGH-DRQRSBOBSA-N"",""RYYVLZVUVIJVGH-FCGUDNBBSA-N"",""RYYVLZVUVIJVGH-FIBGUPNXSA-N"",""RYYVLZVUVIJVGH-GQALSZNTSA-N"",""RYYVLZVUVIJVGH-GSTSPESVSA-N"",""RYYVLZVUVIJVGH-HPRDVNIFSA-N"",""RYYVLZVUVIJVGH-KYKRLZBASA-N"",""RYYVLZVUVIJVGH-LNLMKGTHSA-N"",""RYYVLZVUVIJVGH-LNVGMWHISA-N"",""RYYVLZVUVIJVGH-LSURFNHSSA-N"",""RYYVLZVUVIJVGH-MBYBQKEXSA-N"",""RYYVLZVUVIJVGH-NTCSNYSNSA-N"",""RYYVLZVUVIJVGH-OJROKBQFSA-N"",""RYYVLZVUVIJVGH-OTJFIJHESA-N"",""RYYVLZVUVIJVGH-OVLJBECYSA-N"",""RYYVLZVUVIJVGH-PBNXXWCMSA-N"",""RYYVLZVUVIJVGH-PDWRLMEDSA-N"",""RYYVLZVUVIJVGH-PIIQDYIXSA-N"",""RYYVLZVUVIJVGH-PINHLPHJSA-N"",""RYYVLZVUVIJVGH-PIODKIDGSA-N"",""RYYVLZVUVIJVGH-QAOQSSEZSA-N"",""RYYVLZVUVIJVGH-QGCVQLHZSA-N"",""RYYVLZVUVIJVGH-QNYGJALNSA-N"",""RYYVLZVUVIJVGH-QWPWRYTESA-N"",""RYYVLZVUVIJVGH-QYKNYGDISA-N"",""RYYVLZVUVIJVGH-QZDQLYPWSA-N"",""RYYVLZVUVIJVGH-RLTMCGQMSA-N"",""RYYVLZVUVIJVGH-RUKHJWSWSA-N"",""RYYVLZVUVIJVGH-SKKXLTCRSA-N"",""RYYVLZVUVIJVGH-SMZGMGDZSA-N"",""RYYVLZVUVIJVGH-SPDFDVHRSA-N"",""RYYVLZVUVIJVGH-UAVYNJCWSA-N"",""RYYVLZVUVIJVGH-UBOVJGGXSA-N"",""RYYVLZVUVIJVGH-UHFFFAOYSA-N"",""RYYVLZVUVIJVGH-UHFFFAOYSA-O"",""RYYVLZVUVIJVGH-VEPVEJTGSA-N"",""RYYVLZVUVIJVGH-VIKWSZEJSA-N"",""RYYVLZVUVIJVGH-VJJZLTLGSA-N"",""RYYVLZVUVIJVGH-VMIGTVKRSA-N"",""RYYVLZVUVIJVGH-VQEHIDDOSA-N"",""RYYVLZVUVIJVGH-VYMTUXDUSA-N"",""RYYVLZVUVIJVGH-WFGJKAKNSA-N"",""RYYVLZVUVIJVGH-WNWXXORZSA-N"",""RYYVLZVUVIJVGH-WTJPRRJNSA-N"",""RYYVLZVUVIJVGH-XAUQENBCSA-N"",""RYYVLZVUVIJVGH-XERRXZQWSA-N"",""RYYVLZVUVIJVGH-XRIVEGAOSA-N"",""RYYVLZVUVIJVGH-XWOGQBJESA-N"",""RYYVLZVUVIJVGH-YZRHJBSPSA-N"",""RYYVLZVUVIJVGH-ZLEWSDPDSA-N"",""RYYVLZVUVIJVGH-ZWCUFRHDSA-N"",""SJIBZKDUKYMSBT-UHFFFAOYSA-N"",""VDHPYBVMFNLZQG-UHFFFAOYSA-N"",""VEELDZNPQJUMHZ-UHFFFAOYSA-N"",""XXSSHQCOBPQFOL-UHFFFAOYSA-M"",""XXSSHQCOBPQFOL-UHFFFAOYSA-N""]"
39,sildenafil,CIDm00005212,true,56,56,"[""ABRPMTZQWNFJTB-UHFFFAOYSA-N"",""AOMUYHBZDCJWFL-UHFFFAOYSA-N"",""AQFCKUOGKLNTAS-UHFFFAOYSA-N"",""BNRNXUUZRGQAQC-AKCFAQKISA-N"",""BNRNXUUZRGQAQC-BGKXKQMNSA-N"",""BNRNXUUZRGQAQC-DYCDLGHISA-N"",""BNRNXUUZRGQAQC-GKOSEXJESA-N"",""BNRNXUUZRGQAQC-HPRDVNIFSA-N"",""BNRNXUUZRGQAQC-ISARVPQGSA-N"",""BNRNXUUZRGQAQC-ITKKLENESA-N"",""BNRNXUUZRGQAQC-LIJFRPJRSA-N"",""BNRNXUUZRGQAQC-MQCBYSEQSA-N"",""BNRNXUUZRGQAQC-QKLSXCJMSA-N"",""BNRNXUUZRGQAQC-RJSZUWSASA-N"",""BNRNXUUZRGQAQC-SKDOMGRUSA-N"",""BNRNXUUZRGQAQC-UHFFFAOYSA-N"",""BNRNXUUZRGQAQC-UHFFFAOYSA-O"",""BNRNXUUZRGQAQC-WLKBWPGLSA-N"",""BNRNXUUZRGQAQC-YWZPVOOSSA-N"",""DEIYFTQMQPDXOT-UHFFFAOYSA-K"",""DEIYFTQMQPDXOT-UHFFFAOYSA-N"",""DEIYFTQMQPDXOT-ZQAWUFKJSA-N"",""DVSYJRJVHXLMIE-UHFFFAOYSA-M"",""GFKFSVAYODHBAK-UHFFFAOYSA-N"",""GSHHPYJKYGOSLJ-LVEZLNDCSA-N"",""GYJNRCTWKATLGR-UHFFFAOYSA-N"",""HBGVWCBIIZDZNL-UHFFFAOYSA-M"",""HGABMWZMPBGMTP-UHFFFAOYSA-M"",""ICDQQOLJJRLLCX-UHFFFAOYSA-N"",""KHMPKYUYTKGOPF-UHFFFAOYSA-L"",""KHMPKYUYTKGOPF-UHFFFAOYSA-N"",""KHQVXGRGDHAXLT-UHFFFAOYSA-N"",""LGAWYGLSPQIPLJ-UHFFFAOYSA-M"",""LGAWYGLSPQIPLJ-UHFFFAOYSA-N"",""MILZBLAIYFVDFX-UHFFFAOYSA-N"",""MNRJIBLGMTXCKI-UHFFFAOYSA-N"",""NHLRTXUINIQPDF-UHFFFAOYSA-M"",""NSDREANSBDLFRP-UHFFFAOYSA-N"",""NTTLJUZMWAUHJM-UHFFFAOYSA-M"",""PJBXAYPWQLGGJS-BTJKTKAUSA-N"",""PJBXAYPWQLGGJS-WLHGVMLRSA-N"",""POWAKOMOLQPIBA-UHFFFAOYSA-N"",""QWOZBIAXEZAXHA-UHFFFAOYSA-N"",""RBQNFEVGNSBKSU-UHFFFAOYSA-N"",""RXWDVGSZILUGRA-UHFFFAOYSA-N"",""SYUVUKKQXAXKHL-UHFFFAOYSA-N"",""TUEUFOSYWPBEGU-UHFFFAOYSA-N"",""TUEUFOSYWPBEGU-UHFFFAOYSA-O"",""UVYKRXWJNWEXCS-UHFFFAOYSA-L"",""VKAYSHHWFIQGTE-UHFFFAOYSA-N"",""VKDPDENNMCGOCW-UHFFFAOYSA-N"",""VQKSPGXKGJSNLN-UHFFFAOYSA-N"",""WEWNUXJEVSROFW-UHFFFAOYSA-N"",""YFJKUPKHZXQRGU-UHFFFAOYSA-N"",""YKINRRRHGNMKFC-UHFFFAOYSA-N"",""YRKQUMLQSFHHLQ-UHFFFAOYSA-N""]"
40,dofetilide,CIDm00071329,true,6,6,"[""HECDQVSBFLMMCB-UHFFFAOYSA-N"",""IXTMWRCNAAVVAI-QZPARXMSSA-N"",""IXTMWRCNAAVVAI-UHFFFAOYSA-N"",""IXTMWRCNAAVVAI-UHFFFAOYSA-O"",""KJKQFRSZAIGMSM-UHFFFAOYSA-N"",""MWFSQGLQUQMXFA-UHFFFAOYSA-N""]"
41,azithromycin,CIDm00447043,false,0,0,[]
42,trospium,CIDm00005596,true,22,22,"[""ATACFQVBQCNCFS-CGUGYAQBSA-M"",""ATACFQVBQCNCFS-UHFFFAOYSA-M"",""AZGRDLDWPYQUMD-UHFFFAOYSA-N"",""CGXXGKMEURNTOR-UHFFFAOYSA-N"",""HNULJDBBMCETDA-DHWZJIOFSA-M"",""HNULJDBBMCETDA-UHFFFAOYSA-M"",""KOVWKCYZHWZDSV-UHFFFAOYSA-N"",""OYYDSUSKLWTMMQ-AIZNXBIQSA-N"",""OYYDSUSKLWTMMQ-CDZZOBDJSA-N"",""OYYDSUSKLWTMMQ-FGZHOGPDSA-N"",""OYYDSUSKLWTMMQ-PUNYHZAOSA-N"",""OYYDSUSKLWTMMQ-UHFFFAOYSA-N"",""OYYDSUSKLWTMMQ-UVKLAMSESA-N"",""OYYDSUSKLWTMMQ-VXKWHMMOSA-N"",""OYYDSUSKLWTMMQ-YQZXRUDBSA-N"",""RVCSYOQWLPPAOA-CVPHZBIISA-M"",""RVCSYOQWLPPAOA-DHWZJIOFSA-M"",""RVCSYOQWLPPAOA-HLUKFBSCSA-M"",""RVCSYOQWLPPAOA-UHFFFAOYSA-M"",""RVCSYOQWLPPAOA-UYWBYPJWSA-M"",""RVCSYOQWLPPAOA-VROPFNGYSA-M"",""RVCSYOQWLPPAOA-YXJCNDOYSA-M""]"
43,adapalene,CIDm00060164,true,14,14,"[""FIBKLUJPSFBNKW-UHFFFAOYSA-M"",""IPOIAAPDVCOIOA-UHFFFAOYSA-L"",""JGZYHPLAOKOZHY-UHFFFAOYSA-N"",""LZCDAPDGXCYOEH-FIBGUPNXSA-N"",""LZCDAPDGXCYOEH-KQORAOOSSA-N"",""LZCDAPDGXCYOEH-UHFFFAOYSA-M"",""LZCDAPDGXCYOEH-UHFFFAOYSA-N"",""NJISFZHIBPZDKN-UHFFFAOYSA-N"",""QBVHPQWILODGNI-UHFFFAOYSA-L"",""VETJGFREABMHCZ-UHFFFAOYSA-N"",""WJIXDKUADNBCTI-UHFFFAOYSA-M"",""XUCFLQHZMUGGOZ-UHFFFAOYSA-N"",""ZETRSPVFAAAMSF-UHFFFAOYSA-M"",""ZETRSPVFAAAMSF-UHFFFAOYSA-N""]"
44,midodrine,CIDm00004195,true,14,12,"[""MGCQZNBCJBRZDT-HNCPQSOCSA-N"",""MGCQZNBCJBRZDT-PPHPATTJSA-N"",""MGCQZNBCJBRZDT-TXHXQZCNSA-N"",""MGCQZNBCJBRZDT-UHFFFAOYSA-M"",""MGCQZNBCJBRZDT-UHFFFAOYSA-N"",""PTKSEFOSCHHMPD-JTQLQIEISA-N"",""PTKSEFOSCHHMPD-JTQLQIEISA-O"",""PTKSEFOSCHHMPD-SNVBAGLBSA-N"",""PTKSEFOSCHHMPD-SNVBAGLBSA-O"",""PTKSEFOSCHHMPD-UHFFFAOYSA-N"",""PTKSEFOSCHHMPD-UHFFFAOYSA-O"",""PTKSEFOSCHHMPD-WFGJKAKNSA-N""]"
45,pantoprazole,CIDm00004679,true,154,151,"[""ADYIUTHDGZBMFJ-UHFFFAOYSA-M"",""CGJRLPRCWSHOFU-UHFFFAOYSA-N"",""DEUUQPOHXVJJEJ-UHFFFAOYSA-N"",""DJKQFYRLHMKWSB-FKMBXMNYSA-N"",""DJKQFYRLHMKWSB-UHFFFAOYSA-N"",""FIMRCFFKOPNTBM-UHFFFAOYSA-N"",""HBYMHJOUGBMDHH-FWDDHRIXSA-N"",""HBYMHJOUGBMDHH-NPNRTHNGSA-N"",""HBYMHJOUGBMDHH-UHFFFAOYSA-N"",""HEYBXKVTQOEUTP-UHFFFAOYSA-N"",""HFUORVHOXBRFSK-SNYZSRNZSA-N"",""HFUORVHOXBRFSK-UHFFFAOYSA-N"",""HYUIUOAVFKFUPR-SNYZSRNZSA-N"",""HYUIUOAVFKFUPR-UHFFFAOYSA-N"",""ICTAEALXCWFQPP-UHFFFAOYSA-N"",""IHGIZRORXDSEHX-UHFFFAOYSA-N"",""IKPPUQIFIDEJMS-SNYZSRNZSA-N"",""IKPPUQIFIDEJMS-UHFFFAOYSA-N"",""IMJLJCUHAWKFAO-UHFFFAOYSA-N"",""IQPSEEYGBUAQFF-AFXCLJHLSA-N"",""IQPSEEYGBUAQFF-ANLSXRIFSA-N"",""IQPSEEYGBUAQFF-AREMUKBSSA-N"",""IQPSEEYGBUAQFF-BEKAVNSESA-N"",""IQPSEEYGBUAQFF-BESSMGDLSA-N"",""IQPSEEYGBUAQFF-BFLAAXAOSA-N"",""IQPSEEYGBUAQFF-BGVZJVDKSA-N"",""IQPSEEYGBUAQFF-BKWFQMGFSA-N"",""IQPSEEYGBUAQFF-BMSJAHLVSA-N"",""IQPSEEYGBUAQFF-CBTSVUPCSA-N"",""IQPSEEYGBUAQFF-DICFDUPASA-N"",""IQPSEEYGBUAQFF-DKFMXDSJSA-N"",""IQPSEEYGBUAQFF-DRMLWOEZSA-N"",""IQPSEEYGBUAQFF-DSBVPJDESA-N"",""IQPSEEYGBUAQFF-DWFRKTTGSA-N"",""IQPSEEYGBUAQFF-DYSFTUIPSA-N"",""IQPSEEYGBUAQFF-FAVNTZPFSA-N"",""IQPSEEYGBUAQFF-FIBGUPNXSA-N"",""IQPSEEYGBUAQFF-GGCIUVQJSA-N"",""IQPSEEYGBUAQFF-GHGVBTAZSA-N"",""IQPSEEYGBUAQFF-HLBODQQRSA-N"",""IQPSEEYGBUAQFF-HPFSWUKRSA-N"",""IQPSEEYGBUAQFF-HYCMLIDESA-N"",""IQPSEEYGBUAQFF-IIPOONSHSA-N"",""IQPSEEYGBUAQFF-IJZZQUOZSA-N"",""IQPSEEYGBUAQFF-IPESJCBVSA-N"",""IQPSEEYGBUAQFF-IYHZVHGASA-N"",""IQPSEEYGBUAQFF-IYUKCRQFSA-N"",""IQPSEEYGBUAQFF-JFGMNRAASA-N"",""IQPSEEYGBUAQFF-JFZRXOORSA-N"",""IQPSEEYGBUAQFF-JTXKRTFJSA-N"",""IQPSEEYGBUAQFF-KCZCTXNHSA-N"",""IQPSEEYGBUAQFF-KHFFWNSFSA-N"",""IQPSEEYGBUAQFF-KJGZYWMCSA-N"",""IQPSEEYGBUAQFF-KQORAOOSSA-N"",""IQPSEEYGBUAQFF-LEYXDLADSA-N"",""IQPSEEYGBUAQFF-LNLMKGTHSA-N"",""IQPSEEYGBUAQFF-LVJDSEPBSA-N"",""IQPSEEYGBUAQFF-LYADJXJXSA-N"",""IQPSEEYGBUAQFF-MGVXTIMCSA-N"",""IQPSEEYGBUAQFF-MICDWDOJSA-N"",""IQPSEEYGBUAQFF-MSDSXZSWSA-N"",""IQPSEEYGBUAQFF-MUESUBCOSA-N"",""IQPSEEYGBUAQFF-NVFYZRHASA-N"",""IQPSEEYGBUAQFF-NZIJTQCXSA-N"",""IQPSEEYGBUAQFF-OUBTZVSYSA-N"",""IQPSEEYGBUAQFF-PFOYIOQASA-N"",""IQPSEEYGBUAQFF-QBMBECACSA-N"",""IQPSEEYGBUAQFF-QCCORQSASA-N"",""IQPSEEYGBUAQFF-QCVQWVIRSA-N"",""IQPSEEYGBUAQFF-QDNHWIQGSA-N"",""IQPSEEYGBUAQFF-QULXAFGCSA-N"",""IQPSEEYGBUAQFF-QZEIRMDOSA-N"",""IQPSEEYGBUAQFF-RENMMIGWSA-N"",""IQPSEEYGBUAQFF-RMIYQXIVSA-N"",""IQPSEEYGBUAQFF-RNBKAOHOSA-N"",""IQPSEEYGBUAQFF-RPDDZLLASA-N"",""IQPSEEYGBUAQFF-RPOZOOLHSA-N"",""IQPSEEYGBUAQFF-RWFJLFJASA-N"",""IQPSEEYGBUAQFF-SANMLTNESA-N"",""IQPSEEYGBUAQFF-SEXYRJDESA-N"",""IQPSEEYGBUAQFF-SFRSKVPJSA-N"",""IQPSEEYGBUAQFF-SYEWSIDGSA-N"",""IQPSEEYGBUAQFF-SZWUKCIMSA-N"",""IQPSEEYGBUAQFF-TUZVTNBVSA-N"",""IQPSEEYGBUAQFF-UHFFFAOYSA-N"",""IQPSEEYGBUAQFF-UNIKCRNCSA-N"",""IQPSEEYGBUAQFF-VATMCMMPSA-N"",""IQPSEEYGBUAQFF-VFDMPWBLSA-N"",""IQPSEEYGBUAQFF-VQQVDTESSA-N"",""IQPSEEYGBUAQFF-WFGJKAKNSA-N"",""IQPSEEYGBUAQFF-WFUUEZACSA-N"",""IQPSEEYGBUAQFF-WIIUWUFPSA-N"",""IQPSEEYGBUAQFF-WQLRMQSGSA-N"",""IQPSEEYGBUAQFF-WVKWRWDRSA-N"",""IQPSEEYGBUAQFF-XPZOSZQYSA-N"",""IQPSEEYGBUAQFF-YJPYBUQUSA-N"",""IQPSEEYGBUAQFF-YLQKEBAUSA-N"",""IQPSEEYGBUAQFF-ZLHAMXOGSA-N"",""IQPSEEYGBUAQFF-ZNELZGSSSA-N"",""IQPSEEYGBUAQFF-ZVMOLSBMSA-N"",""IRZZZCPRLISYCI-SNYZSRNZSA-N"",""IRZZZCPRLISYCI-UHFFFAOYSA-N"",""JIKQPNGBPNOQDQ-UHFFFAOYSA-M"",""KGZXSBCAAWJJNZ-UHFFFAOYSA-M"",""KMNCRXAJVVKVKB-UHFFFAOYSA-N"",""KXQSFWQBYIAOQC-SNYZSRNZSA-N"",""KXQSFWQBYIAOQC-UHFFFAOYSA-N"",""LCBVHJCXYRFNPC-SNYZSRNZSA-N"",""LCBVHJCXYRFNPC-UHFFFAOYSA-N"",""OEGHVXBEJBZGLN-UHFFFAOYSA-N"",""OEGHVXBEJBZGLN-UVZIVPAYSA-N"",""OFWGFJXOSOLSKX-UHFFFAOYSA-N"",""OKZZKXNJLARKFM-UFEULDPMSA-N"",""OKZZKXNJLARKFM-UHFFFAOYSA-N"",""OWEGDMFNLSXFCZ-UHFFFAOYSA-N"",""PWMYUKFPKRWHPK-UHFFFAOYSA-N"",""QFXISFXHVCSOSX-UHFFFAOYSA-N"",""RDRUTBCDIVCMMX-CKFJQVKPSA-N"",""RDRUTBCDIVCMMX-FKMBXMNYSA-N"",""RDRUTBCDIVCMMX-PMIUFOJNSA-N"",""RDRUTBCDIVCMMX-UHFFFAOYSA-N"",""RJRBTVMZZGMTQI-ROPHLPQBSA-N"",""RJRBTVMZZGMTQI-UHFFFAOYSA-N"",""SIBUHKUHZWUDQN-UHFFFAOYSA-N"",""SXELFHAKLKYPDY-UHFFFAOYSA-N"",""UODZUZRYPGFAJY-UHFFFAOYSA-N"",""VNKNFEINTHUQGZ-JLXUKQDYSA-N"",""VNKNFEINTHUQGZ-MITDXQQQSA-N"",""VNKNFEINTHUQGZ-UHFFFAOYSA-N"",""VOSLWBROKQLYPF-CKFJQVKPSA-N"",""VOSLWBROKQLYPF-GAZBLTFPSA-N"",""VOSLWBROKQLYPF-HUIDJDRMSA-N"",""WHCXDEORRDVLKS-CUOKRTIESA-N"",""WHCXDEORRDVLKS-FOWCFNCZSA-N"",""WHCXDEORRDVLKS-LZMCRMDUSA-N"",""WHCXDEORRDVLKS-NIIDSAIPSA-N"",""WHCXDEORRDVLKS-RWQOXAPSSA-N"",""WHCXDEORRDVLKS-SNYZSRNZSA-N"",""WHCXDEORRDVLKS-SUTZSDIMSA-N"",""WHCXDEORRDVLKS-TXHXQZCNSA-N"",""WHCXDEORRDVLKS-UHFFFAOYSA-N"",""WHCXDEORRDVLKS-UHFFFAOYSA-O"",""WSVDBZFXBCPUQI-UHFFFAOYSA-N"",""YKTZROTZKHXSFP-UHFFFAOYSA-N"",""YNWDKZIIWCEDEE-SNYZSRNZSA-N"",""YNWDKZIIWCEDEE-UFTMZEDQSA-N"",""YNWDKZIIWCEDEE-UHFFFAOYSA-N"",""YUGHEDYAZIRHQV-UHFFFAOYSA-N"",""YURAYSUACUFBBL-UHFFFAOYSA-N"",""ZKKOMTONFBNXHC-UHFFFAOYSA-N"",""ZSOSPIHWQFMWEL-UHFFFAOYSA-N""]"
46,torasemide,CIDm00041781,true,13,11,"[""BQHGMQPPSXPREC-UHFFFAOYSA-M"",""CIOOGZAZDZPXEE-UHFFFAOYSA-N"",""CZPWTRUQZAUDCD-UHFFFAOYSA-N"",""JDWASJOBLURNOY-UHFFFAOYSA-N"",""KGJAVHAHYMUZSY-UHFFFAOYSA-M"",""MNGZOMUQKCYLNT-UHFFFAOYSA-N"",""NGBFQHCMQULJNZ-UENXPIBQSA-N"",""NGBFQHCMQULJNZ-UHFFFAOYSA-N"",""NGBFQHCMQULJNZ-WFGJKAKNSA-N"",""PHGBHWXOQHAVRY-UHFFFAOYSA-N"",""TUYIAVVMUFFUAO-UHFFFAOYSA-N""]"
47,citalopram,CIDm00002771,true,70,67,"[""BXYDVBHRMAFOMR-BDQAORGHSA-N"",""BXYDVBHRMAFOMR-UHFFFAOYSA-N"",""CHJZURVADZXMDS-UHFFFAOYSA-N"",""CHJZURVADZXMDS-ZCLATKBISA-N"",""CVZGSQJGUPKHTC-BDQAORGHSA-N"",""CVZGSQJGUPKHTC-UHFFFAOYSA-N"",""FXSXPIKCGLXHAW-BDQAORGHSA-N"",""FXSXPIKCGLXHAW-TXHXQZCNSA-N"",""FXSXPIKCGLXHAW-UHFFFAOYSA-N"",""FXSXPIKCGLXHAW-VEIFNGETSA-N"",""IJGPSNNUWAKBLV-BDQAORGHSA-N"",""IJGPSNNUWAKBLV-UHFFFAOYSA-N"",""KTGRHKOEFSJQNS-BDQAORGHSA-L"",""KTGRHKOEFSJQNS-BDQAORGHSA-N"",""KTGRHKOEFSJQNS-GIJPFRRLSA-N"",""KTGRHKOEFSJQNS-RURDCJKXSA-N"",""KTGRHKOEFSJQNS-TXHXQZCNSA-N"",""KTGRHKOEFSJQNS-UHFFFAOYSA-L"",""KTGRHKOEFSJQNS-UHFFFAOYSA-N"",""KTGRHKOEFSJQNS-VEIFNGETSA-N"",""MUEADOICGZYKHR-BDQAORGHSA-N"",""MUEADOICGZYKHR-UHFFFAOYSA-N"",""NOKNGMDNIXSAHO-UHFFFAOYSA-N"",""RPQVQPZWSBPNAC-BDQAORGHSA-N"",""RPQVQPZWSBPNAC-UHFFFAOYSA-N"",""UNXFUXWVLYXCCH-CDHDNNKHSA-N"",""UNXFUXWVLYXCCH-UHFFFAOYSA-N"",""UOJAQJYMXUYYOS-FCXQHQNUSA-N"",""UOJAQJYMXUYYOS-UHFFFAOYSA-N"",""WIHMBLDNRMIGDW-BDQAORGHSA-N"",""WIHMBLDNRMIGDW-UHFFFAOYSA-M"",""WIHMBLDNRMIGDW-UHFFFAOYSA-N"",""WIHMBLDNRMIGDW-UTTJENGRSA-N"",""WIHMBLDNRMIGDW-VEIFNGETSA-N"",""WSEQXVZVJXJVFP-AIFBNPQBSA-N"",""WSEQXVZVJXJVFP-DNYKGWTMSA-N"",""WSEQXVZVJXJVFP-DVQNXRKGSA-N"",""WSEQXVZVJXJVFP-FQEVSTJZSA-N"",""WSEQXVZVJXJVFP-FQEVSTJZSA-O"",""WSEQXVZVJXJVFP-GCXMKRNOSA-N"",""WSEQXVZVJXJVFP-HXUWFJFHSA-N"",""WSEQXVZVJXJVFP-HXUWFJFHSA-O"",""WSEQXVZVJXJVFP-KDWZCNHSSA-N"",""WSEQXVZVJXJVFP-KPKFPSJVSA-N"",""WSEQXVZVJXJVFP-LDYDPMPYSA-N"",""WSEQXVZVJXJVFP-LRMPWOIVSA-N"",""WSEQXVZVJXJVFP-MGRXWYMASA-N"",""WSEQXVZVJXJVFP-MJIAKNMOSA-N"",""WSEQXVZVJXJVFP-MVOWDJCCSA-N"",""WSEQXVZVJXJVFP-NZHXOHBQSA-N"",""WSEQXVZVJXJVFP-OAWTUDSLSA-N"",""WSEQXVZVJXJVFP-PJYOIKONSA-N"",""WSEQXVZVJXJVFP-PVKQDMRYSA-N"",""WSEQXVZVJXJVFP-RLXJOQACSA-N"",""WSEQXVZVJXJVFP-RMZWYJPWSA-N"",""WSEQXVZVJXJVFP-UHFFFAOYSA-N"",""WSEQXVZVJXJVFP-UHFFFAOYSA-O"",""WSEQXVZVJXJVFP-UOKIAYLHSA-N"",""WSEQXVZVJXJVFP-WFGJKAKNSA-N"",""WSEQXVZVJXJVFP-WIQKFUDUSA-N"",""WSEQXVZVJXJVFP-YBXJYWJTSA-N"",""WSEQXVZVJXJVFP-ZAXFBDJCSA-N"",""WSEQXVZVJXJVFP-ZQIOZYNXSA-N"",""WWKRHHJPLWGDPD-UHFFFAOYSA-N"",""XARPLWPLHPURIW-UHFFFAOYSA-N"",""XARPLWPLHPURIW-XREKTYCCSA-N"",""XZIAKRNFVZZYND-UHFFFAOYSA-N""]"
