flat_chemical_id	stereo_chemical_id	source_cid	inchikey
CIDm10034273	CIDs10034273	10034273	JJYDTTWALNFNKL-MRHZPTFSSA-N
CIDm10034274	CIDs10034274	10034274	XTVAAVKEJJAKSY-MZJDNJPBSA-N
CIDm10034275	CIDs10034275	10034275	VRHRSSKYXDMEDI-LBUHHRECSA-N
CIDm10034276	CIDs10034276	10034276	CJIWMJQUEPNPGJ-IWLMWFOOSA-N
CIDm10034277	CIDs10034277	10034277	ZUAKDGLMCBMBKT-QHCILEERSA-N
CIDm10034278	CIDs10034278	10034278	QSLZVXRGTHNMLC-DFWTXLEJSA-N
CIDm10034279	CIDs10034279	10034279	SVDLUADDGSTRTD-FFKPHMMDSA-N
CIDm01003428	CIDs01003428	1003428	OSCIWNJAYKRZAQ-UHFFFAOYSA-N
CIDm10034280	CIDs10034280	10034280	CZQPTCHTQYECIN-VCMYEMCJSA-N
CIDm10034281	CIDs10034281	10034281	DJHJGQALRWFKEY-XUHIFJSHSA-N
CIDm10034282	CIDs10034282	10034282	NQXHYWGCTMKFRA-PVFIHSPRSA-K
CIDm00000755	CIDs10034283	10034283	RFDAIACWWDREDC-PJPLIRIMSA-N
CIDm10034284	CIDs10034284	10034284	KQEDVVIUEMZCID-SXZGNCCTSA-N
CIDm10034285	CIDs10034285	10034285	IUWJOXCKYYVBEA-QMOUKIQXSA-N
CIDm10034286	CIDs10034286	10034286	PAZSGUQEBJPONR-YYTBNQHUSA-N
CIDm10034287	CIDs10034287	10034287	GLWGFWWTJFRHRN-HPMLYZPNSA-N
CIDm10034288	CIDs10034288	10034288	JCAYIWCTQJOQRL-WAAPVSHMSA-N
CIDm10034289	CIDs10034289	10034289	MYPARUBOBNROJX-BOYXBLNTSA-N
CIDm01003429	CIDs01003429	1003429	DXERLRJBQQZITH-UHFFFAOYSA-N
CIDm10034290	CIDs10034290	10034290	QQTZSUBQDQEKJR-LWJLSWCDSA-N
CIDm10034291	CIDs10034291	10034291	OUJICDLESNAMMW-UCMBMKOUSA-N
CIDm10034292	CIDs10034292	10034292	PNBYDEVXRPWVJK-GZOATPQUSA-N
CIDm10034293	CIDs10034293	10034293	QBOIYRODMOPLRR-MGLSJNONSA-N
CIDm10034294	CIDs10034294	10034294	ZRVNLCREBMTKKB-WMGKKBJDSA-N
CIDm10034295	CIDs10034295	10034295	XJTMNYBJNSHRAE-PXYDWEOKSA-L
CIDm10034295	CIDs10034295	10034296	YWFRPDVPLYNIHW-MWYYETEBSA-N
CIDm10034297	CIDs10034297	10034297	WZFCUWLHLQVMLG-NITHGKPASA-N
CIDm10034298	CIDs10034298	10034298	UMLPJBGBLUPNNG-OUABENRGSA-N
CIDm10034299	CIDs10034299	10034299	CBZUECLOUXFFDO-CZTSCGDPSA-N
CIDm00100343	CIDs00100343	100343	YJLHTNHNYKJEJX-UHFFFAOYSA-N
CIDm01003430	CIDs01003430	1003430	JCSAPOXCSNMXGV-UHFFFAOYSA-N
CIDm00461387	CIDs10034300	10034300	DFXVJXNZRCHSBU-QCZCCGJYSA-N
CIDm10034301	CIDs10034301	10034301	PCACQCROAWMVGM-UHFFFAOYSA-M
CIDm00156831	CIDs10034303	10034303	QHVUDSKPSXWONS-PELCYXKCSA-N
CIDm10034304	CIDs10034304	10034304	QDNMAZUKNSYLDM-XWCNOSLPSA-N
CIDm10034305	CIDs10034305	10034305	DJWQGRDQQVAPGQ-YRYMBYOHSA-N
CIDm10034306	CIDs10034306	10034306	VPTGMYUBWZKQMT-JDXKJLHZSA-N
CIDm10034307	CIDs10034307	10034307	JPCNJWQNDGRXPZ-UHFFFAOYSA-N
CIDm10034308	CIDs10034308	10034308	ZPSPXENDRFHXII-JPTUTDCPSA-N
CIDm10034309	CIDs10034309	10034309	BYUOYOWIPKGAIA-HONQWNAWSA-N
CIDm01003429	CIDs01003431	1003431	DXERLRJBQQZITH-WPTKKBASSA-N
CIDm10034310	CIDs10034310	10034310	QLXHMMDCPZQHRO-UHFFFAOYSA-I
CIDm10034311	CIDs10034311	10034311	AVFDTWUAADOABJ-UHFFFAOYSA-N
CIDm10034312	CIDs10034312	10034312	XQHFUIPXDRVCPW-NURBIKNLSA-N
CIDm10034313	CIDs10034313	10034313	WYXMYCOYGVRAPK-BRAFFLRCSA-N
CIDm10034314	CIDs10034314	10034314	GOXLJVQTDQBWEQ-ICJFUNNLSA-N
CIDm10034304	CIDs10034315	10034315	QDNMAZUKNSYLDM-FVLPHLGISA-N
CIDm10034316	CIDs10034316	10034316	KVMXBSSOCCPAOR-PJINKWBVSA-N
CIDm10034317	CIDs10034317	10034317	VBPLDLFNOBAWGR-QLWMCANXSA-N
CIDm10034318	CIDs10034318	10034318	LVXZSYXRUYNOGR-UCRSXHNCSA-N
CIDm10034319	CIDs10034319	10034319	ZRLAEAFHLAFLKB-LIVBXZIHSA-N
CIDm01003432	CIDs01003432	1003432	JQXZMGQSPQPOAX-UHFFFAOYSA-N
CIDm06449790	CIDs10034320	10034320	YUGKVAOWNQMSPU-JQONNATRSA-N
CIDm10034321	CIDs10034321	10034321	NYMPBQPHYXKXNR-CRCNLDBHSA-N
CIDm10034322	CIDs10034322	10034322	YNUFVFNDFHRTLK-LCRPBFOTSA-N
CIDm10034323	CIDs10034323	10034323	OGEXMUKWQFCWBO-NITHGKPASA-N
CIDm05287814	CIDs10034324	10034324	WVOQFNOZCJSUSJ-JETILXCKSA-N
CIDm10034325	CIDs10034325	10034325	ZFISZYZPHSICQI-VAIHSBBOSA-N
CIDm10034326	CIDs10034326	10034326	FNZXPLILCDHWJJ-RERGDHGNSA-N
CIDm10034327	CIDs10034327	10034327	OYSXYIANXUOWTE-DHZFNJFZSA-N
CIDm10034328	CIDs10034328	10034328	NBZPZJLEWCIYMJ-ZJTJPYGOSA-N
CIDm10034329	CIDs10034329	10034329	JKZDQSYLJCKFGA-WEMWUWBYSA-N
CIDm01003433	CIDs01003433	1003433	OPKHQMMWDTYKQN-UHFFFAOYSA-N
CIDm10034331	CIDs10034331	10034331	LGVRJPSCSLPIOY-ZVZZAACBSA-N
CIDm10034332	CIDs10034332	10034332	JMYAXIOLORHSGW-MWRJFBOLSA-N
CIDm10034333	CIDs10034333	10034333	MMSGJGJEPNYKMF-TYOTXECSSA-N
CIDm10034334	CIDs10034334	10034334	FFAGXSCIRKHKMW-VWGSMFQTSA-N
CIDm10034335	CIDs10034335	10034335	JIFKRPLMORAGPW-UHFFFAOYSA-N
CIDm10034336	CIDs10034336	10034336	SUCVHTSTOKOLIN-BKCXMIMDSA-N
CIDm10034337	CIDs10034337	10034337	SCFBZVMRLQCFBV-SMGPNYODSA-N
CIDm10034338	CIDs10034338	10034338	VGVSEKDVOYEPTM-AVHLHLRFSA-N
CIDm10034339	CIDs10034339	10034339	JGIGNIQUFLDYCV-DYGUSKGHSA-N
CIDm01003434	CIDs01003434	1003434	KHLSNWGOSXQBCM-UHFFFAOYSA-N
CIDm10034340	CIDs10034340	10034340	DSFGOEGYPIEQBQ-SXDZTDPHSA-N
CIDm10034341	CIDs10034341	10034341	BMDUYQMYNNOWOS-AMIZTGCQSA-N
CIDm10034342	CIDs10034342	10034342	VMYFCWSHTOSIJD-QYABUWCPSA-N
CIDm10034343	CIDs10034343	10034343	SENLFDBSRSOZPP-GBJSOUBLSA-N
CIDm10034344	CIDs10034344	10034344	VNKIZCLHEGVZPO-UHFFFAOYSA-N
CIDm10034345	CIDs10034345	10034345	UTFSXQLGSIYOQC-GBJSOUBLSA-N
CIDm00007371	CIDs10034346	10034346	XXZSQOVSEBAPGS-YZOPFTLBSA-L
CIDm00047319	CIDs10034347	10034347	YXSLJKQTIDHPOT-XELUXCQFSA-N
CIDm10034348	CIDs10034348	10034348	ODLKLPDSLMFMHJ-NYOWJHAZSA-N
CIDm10034349	CIDs10034349	10034349	MORICFVRSVFRBO-GFGZGKCBSA-N
CIDm01003435	CIDs01003435	1003435	JCQJSCLGIBALFB-UHFFFAOYSA-N
CIDm10034350	CIDs10034350	10034350	WDHKPMYFRVWHFH-FBVUKKNJSA-N
CIDm10034351	CIDs10034351	10034351	VCEWYRPYMCONDL-ISIFRCACSA-N
CIDm10034352	CIDs10034352	10034352	ZTCZPEXWBCTXLZ-CMSQCCFCSA-N
CIDm10034353	CIDs10034353	10034353	IGJAQQATXSLZBJ-SBNXNREJSA-N
CIDm10034354	CIDs10034354	10034354	GCNMABIMXAQEOO-CTQLRXQDSA-N
CIDm10034355	CIDs10034355	10034355	ICERPSXFVYJYAO-QITUPZMUSA-N
CIDm10034356	CIDs10034356	10034356	IAPUMFYBTHFZMP-CROMFPEMSA-N
CIDm10034357	CIDs10034357	10034357	CQTOERMITVCHMV-BHBHXYCSSA-N
CIDm10034358	CIDs10034358	10034358	LTTBJMXXKFOQND-XUGOJRLMSA-N
CIDm10034359	CIDs10034359	10034359	NMLSKTQYEFWBEB-JHWHNHJXSA-N
CIDm01003436	CIDs01003436	1003436	FYTYIYWHDCATGU-UHFFFAOYSA-N
CIDm10034360	CIDs10034360	10034360	JYVJEKPTFVTNDH-MXPXFHJTSA-N
CIDm10034361	CIDs10034361	10034361	MHULTUVZTPALMP-FSVGEZDOSA-N
CIDm10034362	CIDs10034362	10034362	SNLANQHLDUKRJO-XSAIXWKYSA-N
CIDm10034363	CIDs10034363	10034363	CBNYEQPJBRHVDY-UHFFFAOYSA-N
CIDm10034364	CIDs10034364	10034364	FOTAKZAWEUEDFS-MZAJMPSFSA-N
CIDm10034365	CIDs10034365	10034365	HNJMVBYHMNODSH-AFGMPXJVSA-N
CIDm10034366	CIDs10034366	10034366	CWVMSWSASKGELT-ZUGHZYELSA-N
CIDm10034366	CIDs10034367	10034367	CWVMSWSASKGELT-BHUPVBEFSA-N
CIDm10034368	CIDs10034368	10034368	UKSANEMSVZHYTN-XBDHGGTGSA-N
CIDm10034369	CIDs10034369	10034369	VVLYAAPMLQFIFE-BLDAPKAQSA-N
CIDm01003437	CIDs01003437	1003437	SYBFGWZAVXGHNV-UHFFFAOYSA-N
CIDm10034370	CIDs10034370	10034370	MBFRYWJPIPPVKG-UHFFFAOYSA-N
CIDm10034371	CIDs10034371	10034371	KBSVQQQDGQQCLB-UHFFFAOYSA-N
CIDm10034372	CIDs10034372	10034372	UKEOUHUCXNFFMR-KPXQOZTGSA-N
CIDm00461375	CIDs10034373	10034373	FBZRAZXMRYNIBO-QRSCQNDFSA-N
CIDm00461389	CIDs10034374	10034374	AZRAOAIWUKQKCZ-QRSCQNDFSA-N
CIDm10034375	CIDs10034375	10034375	DRXLCUGYBAOCGN-UGSJQISMSA-N
CIDm10034376	CIDs10034376	10034376	PRSFXLWYCVSWPG-ZOSJZNGISA-N
CIDm10034377	CIDs10034377	10034377	MLHJGLKVOSLYAD-ZGYJGJNSSA-N
CIDm10034378	CIDs10034378	10034378	LGCGBIINTDCDTE-LYPUGPNMSA-N
CIDm10034379	CIDs10034379	10034379	AGKPINMSMNKATR-YGLNWYSFSA-N
CIDm01003438	CIDs01003438	1003438	UKRKCAHDMUROTJ-UHFFFAOYSA-N
CIDm10034380	CIDs10034380	10034380	NJMNLTCWPXQUFS-QVHIRLHUSA-N
CIDm10034381	CIDs10034381	10034381	LBFTZZZLTKYCCH-XSTAGYHESA-N
CIDm10034382	CIDs10034382	10034382	DQHIJLJXZPCDTG-UHFFFAOYSA-N
CIDm10034383	CIDs10034383	10034383	RHMACHZMZDIRKH-KOSHZXSJSA-N
CIDm10034384	CIDs10034384	10034384	PUASJSHIPFLWCI-UZZRRIQJSA-N
CIDm10034385	CIDs10034385	10034385	JWWXISMPSHNNOB-SKXKMFDCSA-N
CIDm10034386	CIDs10034386	10034386	VUPIGZLVQPLBGQ-UHFFFAOYSA-L
CIDm10034386	CIDs10034386	10034387	HJJNEUIOOBTUJG-UHFFFAOYSA-N
CIDm10034388	CIDs10034388	10034388	BZDGIVGZOYDAMZ-CJWQWPEWSA-N
CIDm10034389	CIDs10034389	10034389	WIAIBVNZXSRNSM-LRDQRNOPSA-N
CIDm01003439	CIDs01003439	1003439	HVRQMVWEZSKGLR-UHFFFAOYSA-N
CIDm10034390	CIDs10034390	10034390	VXGSUDRZPFYZSX-WFBLQCEQSA-N
CIDm10034391	CIDs10034391	10034391	VUGOBWVQTDTDJB-ANJHKOMASA-N
CIDm10034392	CIDs10034392	10034392	AWVCXFCKQOAKTN-KYKPPPCMSA-N
CIDm09920131	CIDs10034393	10034393	DTIRRQKBWVMPSW-AQZJFASWSA-N
CIDm10034394	CIDs10034394	10034394	RGTMCSYNHYLFED-ZIJRUVENSA-N
CIDm10034396	CIDs10034396	10034396	XXORFSNSDOJMAA-NPKLBTCASA-N
CIDm10034397	CIDs10034397	10034397	FLJSVVVTLMCHFH-CAQPWROSSA-N
CIDm10034398	CIDs10034398	10034398	NTQUQUTWPVPTIF-CMFOFVELSA-N
CIDm10034399	CIDs10034399	10034399	OPKZVLJCGKGRRD-ZAIKPGFDSA-N
CIDm00100344	CIDs00100344	100344	XGEIAQCIGAIRAF-UHFFFAOYSA-N
CIDm01003440	CIDs01003440	1003440	MWYOEPKLGGYWEA-UHFFFAOYSA-N
CIDm05462420	CIDs10034400	10034400	MCPFEAJYKIXPQF-HCHTUIGTSA-N
CIDm10034401	CIDs10034401	10034401	JPAKBHPTUQKVNS-WSQJJPPESA-N
CIDm10011696	CIDs10034402	10034402	QEIJKMRGFOVRQX-JCXXOXINSA-N
CIDm10034403	CIDs10034403	10034403	DQBHHXRLSWRDOM-JWEABLDQSA-N
CIDm10034404	CIDs10034404	10034404	DWNCSJFZZSIORO-BQYKKUHGSA-N
CIDm10034405	CIDs10034405	10034405	FOJREOYJNQGJPU-LDZSWNKVSA-M
CIDm10034406	CIDs10034406	10034406	XPBDCZPOAUZWDL-QEJCCLBTSA-N
CIDm10034407	CIDs10034407	10034407	JIKLIFGJDUJVBK-YFPAHESYSA-N
CIDm00195797	CIDs10034408	10034408	KGOVKRHETJWBCR-UHFFFAOYSA-N
CIDm10034409	CIDs10034409	10034409	FBFWZUFVVSPYGZ-XYWYIQIWSA-N
CIDm01003441	CIDs01003441	1003441	RJNVVLFRWKFRCI-UHFFFAOYSA-N
CIDm00399373	CIDs10034410	10034410	HYUWBRLXQLHDHD-RJVNSNNQSA-N
CIDm10034411	CIDs10034411	10034411	NZTNWJALWDLBOX-YTLFJISXSA-N
CIDm10034412	CIDs10034412	10034412	LZBOOMSVYVNPRD-KOSCGFIMSA-N
CIDm10034413	CIDs10034413	10034413	FUFCJFVKWRTKDU-NKYIVFMOSA-N
CIDm10034414	CIDs10034414	10034414	BBGHSDMBJYJQSN-UHFFFAOYSA-N
CIDm10034415	CIDs10034415	10034415	BGMYWWQZWMDCCN-NCWXGXPASA-N
CIDm10034416	CIDs10034416	10034416	CCBYDKMIPHSICS-HFWFXEPBSA-N
CIDm10034417	CIDs10034417	10034417	ZEEBPYPEGYYZCJ-GTMCEHENSA-N
CIDm10034418	CIDs10034418	10034418	PNIOKHKXUGHMAV-VOKHDRRXSA-N
CIDm10034418	CIDs10034418	10034419	PNIOKHKXUGHMAV-VOKHDRRXSA-P
CIDm01003442	CIDs01003442	1003442	HNEYMPCWMZZFMW-UHFFFAOYSA-N
CIDm10034420	CIDs10034420	10034420	FXHWLWRJMREZCB-YOWXZLNPSA-N
CIDm10034420	CIDs10034421	10034421	FXHWLWRJMREZCB-CRELNLGCSA-N
CIDm10034422	CIDs10034422	10034422	DUJBWRIYWFBKRQ-YOWXZLNPSA-N
CIDm10034423	CIDs10034423	10034423	ONARNYYNOGPXNE-RZGVDQIZSA-N
CIDm10034424	CIDs10034424	10034424	VQQFUICENBBNSJ-ACCRXIDCSA-N
CIDm09963934	CIDs10034425	10034425	DHMKSGBRKWYOPC-BOPQZZLKSA-N
CIDm10034426	CIDs10034426	10034426	GOMBVZUNZIEAKW-ZHJDTRQMSA-N
CIDm10034427	CIDs10034427	10034427	CMXNNINFVQGILD-TZOTYEJNSA-N
CIDm10034428	CIDs10034428	10034428	VNKZIQXLEDWOGO-BDNVZDJSSA-N
CIDm10011722	CIDs10034429	10034429	BOEJIYJVJIEUMU-UIGIBOJKSA-N
CIDm01003443	CIDs01003443	1003443	WAVODPNOXNIYEI-UHFFFAOYSA-N
CIDm10034430	CIDs10034430	10034430	IRSOGYMKDLGYLG-ZTEZHUDISA-N
CIDm10034431	CIDs10034431	10034431	ULUZFLHKBXRZEJ-OLCQQQBSSA-N
CIDm10034432	CIDs10034432	10034432	NPPIQEPEXBZSSB-MNOIXZKVSA-N
CIDm10034433	CIDs10034433	10034433	RKGZAAJILAPRQF-UHFFFAOYSA-N
CIDm09812564	CIDs10034434	10034434	YOERREJYCONVDN-IGGCIPHMSA-N
CIDm10034435	CIDs10034435	10034435	XWQHOMBGYWNDCQ-BFPPQGEQSA-N
CIDm10034436	CIDs10034436	10034436	ZLVUENKUDNMVML-XKPZCRAXSA-N
CIDm10034437	CIDs10034437	10034437	BQHHIMYGPWHQNF-VGDHSDFZSA-N
CIDm10034438	CIDs10034438	10034438	DDPOBBZQZVVEQX-VQKFMQNUSA-N
CIDm10034439	CIDs10034439	10034439	BXTZVCXSRGKSMO-NXISNYNLSA-N
CIDm01003444	CIDs01003444	1003444	NSFJHJZRXLGMGP-UHFFFAOYSA-N
CIDm10034440	CIDs10034440	10034440	QTQQHDAJCKVFSI-PDXDLLCLSA-N
CIDm10034441	CIDs10034441	10034441	DJIVUIKICXJSBT-LTHUIQOJSA-N
CIDm10034442	CIDs10034442	10034442	FEVLWKLOEJVMRM-KWURIUPMSA-N
CIDm10034443	CIDs10034443	10034443	SHQXCMCCBQTNCE-BMKHINHLSA-N
CIDm10034445	CIDs10034445	10034445	MAOUVCXFWIUMPG-WVWZYLNTSA-N
CIDm10034446	CIDs10034446	10034446	BPAOPSFPDBELAX-FAYMRYHYSA-N
CIDm10034447	CIDs10034447	10034447	FWFMDUHCMOVSLZ-CASPMERASA-N
CIDm10034448	CIDs10034448	10034448	WCGCKXDOBNYQAH-VZXWRNDDSA-N
CIDm10034449	CIDs10034449	10034449	KQBRRZDVWZJUNU-ZOXQMRSISA-N
CIDm01003445	CIDs01003445	1003445	BSXGRUSLWDCMMX-UHFFFAOYSA-N
CIDm10034450	CIDs10034450	10034450	JLNKWLVXSXUMHB-LPGJAIOHSA-N
CIDm10034450	CIDs10034450	10034451	OABMEYSBGQKAOD-ISGSDYOPSA-N
CIDm10034452	CIDs10034452	10034452	AEZUVBIKLIFWMS-XMMRDIHPSA-N
CIDm10034453	CIDs10034453	10034453	RDTSDCZQDVWCFB-XMMRDIHPSA-N
CIDm10034454	CIDs10034454	10034454	LVWHMDYJKBEFPO-UOFXMMITSA-N
CIDm10034455	CIDs10034455	10034455	JPGKTTTUMOVCAE-DUGCUATBSA-N
CIDm10034456	CIDs10034456	10034456	UHYJYTWWESGNPV-BCQWLORPSA-N
CIDm10034457	CIDs10034457	10034457	GRGSMOXGOUUYBJ-HGMQRYAVSA-N
CIDm10034458	CIDs10034458	10034458	JWISZCJHMLLGLQ-PSFOPDIZSA-N
CIDm10034459	CIDs10034459	10034459	UWNARDKYFQHYED-VXKOCGGISA-N
CIDm01003446	CIDs01003446	1003446	FDXSHPYFHMBWJI-UHFFFAOYSA-N
CIDm00084060	CIDs10034460	10034460	GMYNGXLEGQPRFK-NZUOAXKCSA-N
CIDm10034461	CIDs10034461	10034461	CFPWTFGNSPUUJD-WOOSFJPJSA-N
CIDm10034462	CIDs10034462	10034462	QFPNTJDSVSOFLU-UXALKTFASA-N
CIDm10034463	CIDs10034463	10034463	UFRBKJHIRYWWRO-MEZGECTLSA-N
CIDm10034464	CIDs10034464	10034464	VNWWQHSAESWTSC-VBLRBTIMSA-M
CIDm10034464	CIDs10034464	10034465	VNWWQHSAESWTSC-VBLRBTIMSA-N
CIDm10034466	CIDs10034466	10034466	CQLUGAPLRWMZPD-LHNLDDEKSA-N
CIDm10034467	CIDs10034467	10034467	YIYGHNQLJPONKR-UHFFFAOYSA-N
CIDm10034468	CIDs10034468	10034468	OYHPTASCEKUFHY-LSZICDTCSA-N
CIDm10034469	CIDs10034469	10034469	CUKCYPZNQRBOAJ-VIIUBNOPSA-N
CIDm01003445	CIDs01003447	1003447	BSXGRUSLWDCMMX-NVNXTCNLSA-N
CIDm10034470	CIDs10034470	10034470	SHTKLLDFIFAPLB-JLDQMMSCSA-N
CIDm10034471	CIDs10034471	10034471	WICRNDKGQLLGGT-WFDCCLBYSA-N
CIDm00462665	CIDs10034472	10034472	MLTITUYSRRBDDU-RGXGYQQOSA-N
CIDm10034473	CIDs10034473	10034473	DBWAPRNAXQPPRY-QNANOQRLSA-N
CIDm10034474	CIDs10034474	10034474	COVNQYZTVHBPKK-BQYZZSPSSA-N
CIDm10034474	CIDs10034474	10034475	COVNQYZTVHBPKK-BQYZZSPSSA-O
CIDm00402879	CIDs10034476	10034476	RFNPENFVYHIDSS-NTOPAHCASA-N
CIDm10034477	CIDs10034477	10034477	TWECEMYZYGHZNE-OITGNOEESA-N
CIDm09989115	CIDs10034478	10034478	GKARJBGSZCEZME-ZIWTUXRFSA-K
CIDm09989116	CIDs10034479	10034479	YDXDADGBVZWNDS-DMPHDBIPSA-N
CIDm01003448	CIDs01003448	1003448	FQIAHNSNHPDEGZ-UHFFFAOYSA-N
CIDm10034480	CIDs10034480	10034480	ICBIYFLTPITDTA-UHFFFAOYSA-N
CIDm10034481	CIDs10034481	10034481	CTYWQWNPYAGYOL-UHFFFAOYSA-N
CIDm10034482	CIDs10034482	10034482	LDNAUGNMYIDMRE-BLZQUTHFSA-N
CIDm10034483	CIDs10034483	10034483	JIVQKGWYDDPNLM-JADJCWOHSA-N
CIDm10034484	CIDs10034484	10034484	WSJQYRFRDHWATQ-UHFFFAOYSA-N
CIDm10034485	CIDs10034485	10034485	DEWMURCOEHIIFP-UHFFFAOYSA-N
CIDm10034486	CIDs10034486	10034486	NYUVXJMMKFOACE-IOECAZSXSA-N
CIDm10034487	CIDs10034487	10034487	NEXLBIOXHRMJKE-UQDBEIBASA-N
CIDm10034488	CIDs10034488	10034488	WOLBWSNNCYDIIT-HFYMRXBRSA-N
CIDm10034489	CIDs10034489	10034489	MRTPAJWYJHXOTP-DOZDFMHJSA-N
CIDm01003449	CIDs01003449	1003449	LPECNXSHQBEBFX-UHFFFAOYSA-N
CIDm10034490	CIDs10034490	10034490	COPJIDMSLYFVJP-FHLSSKJXSA-N
CIDm10034491	CIDs10034491	10034491	PUWNRBJBBVRKEL-MDMOCOBLSA-N
CIDm10034492	CIDs10034492	10034492	XILUFVLOITVEJI-WRNWRIKOSA-N
CIDm10034493	CIDs10034493	10034493	YZIOWFKVLVQLSV-HIJAAANUSA-N
CIDm10034494	CIDs10034494	10034494	SMRXFJWHRGKXOY-JBHRMNQRSA-N
CIDm10034494	CIDs10034494	10034495	SNUDNDPKGPZXJS-PAPOCLMQSA-N
CIDm10034496	CIDs10034496	10034496	LDOKVSWWVVGTHY-WMJPZMSUSA-N
CIDm10034497	CIDs10034497	10034497	NYOWLCJMRSASLT-PJVNEDPHSA-N
CIDm10034498	CIDs10034498	10034498	QWJWKGABTBOLJN-MDZDMXLPSA-N
CIDm10034499	CIDs10034499	10034499	IMWLKERIYQROFU-YPLQEEQASA-N
CIDm00100345	CIDs00100345	100345	LFVXUUAGWPXUII-UHFFFAOYSA-N
CIDm01003450	CIDs01003450	1003450	RXYZIWOESOZKBW-UHFFFAOYSA-N
CIDm10034500	CIDs10034500	10034500	SFXJGDJQRHUXQW-HUVIQFPJSA-N
CIDm10034500	CIDs10034500	10034501	QDYRZTVPLMTBLB-QWWWUCTDSA-N
CIDm10034502	CIDs10034502	10034502	YLAVLLRVSCMUIJ-CEKOMBBOSA-N
CIDm10034503	CIDs10034503	10034503	LJYSOQGYCXBVPL-AAXZNHDCSA-N
CIDm10034504	CIDs10034504	10034504	PJGWXFOHRMJMTI-AOZGBPBCSA-N
CIDm10034505	CIDs10034505	10034505	ZHXABQHCZNGQLI-ZISHWLJRSA-N
CIDm06436151	CIDs10034506	10034506	WVHBJHLTCHODOA-BYKHGTCMSA-N
CIDm10034507	CIDs10034507	10034507	MGKJKCGZDUGDAN-JPTHNUOWSA-N
CIDm10034507	CIDs10034507	10034508	XKWJREOYAWBJEJ-RONGSMBOSA-N
CIDm10034509	CIDs10034509	10034509	PLPYVXNPZDPGJJ-YWVRYTAESA-N
CIDm01003451	CIDs01003451	1003451	IOUBDCPXSXPSML-UHFFFAOYSA-N
CIDm10034510	CIDs10034510	10034510	COHOHFKDOSGALO-HHJPNMNOSA-N
CIDm10034510	CIDs10034510	10034511	DNAYESFVWFQBCT-JIZNKNNOSA-N
CIDm10034512	CIDs10034512	10034512	GALRCEAAEMEHKT-BOVYLNCSSA-K
CIDm10034513	CIDs10034513	10034513	JGRCMTBIKSBWDK-OKVMNLLFSA-N
CIDm10034514	CIDs10034514	10034514	RTLKNOMILHJCNW-UHFFFAOYSA-N
CIDm10034515	CIDs10034515	10034515	GFWIBCCIWJOENU-YZRVDNIYSA-N
CIDm10034516	CIDs10034516	10034516	UABGBMKUYYXXFC-CWVVMJNYSA-N
CIDm10034517	CIDs10034517	10034517	UCSAHCDLWZKSEQ-WFPSZEBWSA-N
CIDm10034518	CIDs10034518	10034518	RXUWQRYCVYRMLG-CVZIJKLISA-N
CIDm10034519	CIDs10034519	10034519	GEPATMOGBRWHHN-UHFFFAOYSA-N
CIDm01003452	CIDs01003452	1003452	FFDIBDMYVUUJDD-UHFFFAOYSA-N
CIDm10034520	CIDs10034520	10034520	YPMHLPXJDBRWGI-BCWQDXRMSA-N
CIDm10034521	CIDs10034521	10034521	FUEMBYRJERNYCF-DCBHQAMCSA-N
CIDm10034522	CIDs10034522	10034522	BWISCSBGDGATPC-NTSDMEGKSA-N
CIDm10034523	CIDs10034523	10034523	RDZGGCTUGBCQCP-KBWBOLKDSA-N
CIDm10034524	CIDs10034524	10034524	IDLQSSWUVZTSTP-UHFFFAOYSA-N
CIDm10034525	CIDs10034525	10034525	XISWZIRQCQCAKD-KHCYKJKGSA-N
CIDm10034526	CIDs10034526	10034526	APFQIYWMQYMDFJ-OOROEFCGSA-N
CIDm10034527	CIDs10034527	10034527	IUAFCRNYSRFUFG-HHEDUKOASA-N
CIDm10034528	CIDs10034528	10034528	OOWYBHNWLMXMKV-WISDTAPOSA-N
CIDm03037885	CIDs10034529	10034529	JDNKEWBGOHYIEH-SNJZSDPMSA-N
CIDm01003453	CIDs01003453	1003453	GQMNJPMWZOOXCC-UHFFFAOYSA-N
CIDm10034530	CIDs10034530	10034530	IOMPSUYQXCVDKP-GZWKCDGRSA-N
CIDm10034531	CIDs10034531	10034531	JCSLLEVVCKBZFR-WEMMMDAUSA-N
CIDm10034532	CIDs10034532	10034532	HQIYDUYCPXAXRZ-CSUDHGNGSA-N
CIDm10034533	CIDs10034533	10034533	ZJSRHRNYSDMTOU-NSLXRJIESA-N
CIDm10034534	CIDs10034534	10034534	GRLITQREYYYTTJ-GBDVLGDTSA-N
CIDm10034535	CIDs10034535	10034535	ADIUCYZFHMBKKT-QXYWRSFSSA-J
CIDm10034535	CIDs10034535	10034536	KELDEXVTSUNQQX-NXGGRUFASA-N
CIDm09964015	CIDs10034537	10034537	MWFWZUGNRBTIRM-UHFFFAOYSA-N
CIDm10034538	CIDs10034538	10034538	QUIUZMKLYNFXBA-HNZLWIFXSA-N
CIDm10034539	CIDs10034539	10034539	FVQMUFXSLOQLFD-FHGRGFDPSA-N
CIDm01003454	CIDs01003454	1003454	ZETRZUNCZZNDSE-UHFFFAOYSA-N
CIDm10034540	CIDs10034540	10034540	VZMBRNDVDTYEKY-WLPBKHADSA-N
